,demand_PNG,PV_B,WindOnshore_B,PV_N,WindOnshore_N,Wave_N,WindOffshore_N,Hydro_B,Geothermal_B
t6572,677.4468,0,0,0,0,0.349430859,4457.404297,115000,10958.9
t6573,665.0121,0,0,0,0,0.35082987,4619.188965,115000,10958.9
t6574,628.1715,0,0,0,0,0.35222888,4437.050781,115000,10958.9
t6575,579.0922,0,0,0,0,0.34423852,3299.817871,115000,10958.9
t6576,543.0688,0,0,0,0,0.336248189,2720.711914,115000,10958.9
t6577,519.378,0,0,0,0,0.328257859,2480.932617,115000,10958.9
t6578,505.3622,0,0,0,0,0.321993411,2400.421631,115000,10958.9
t6579,498.0246,0,0,0,0,0.315728962,2533.550293,115000,10958.9
t6580,496.4948,0,0,0,0,0.309464514,2474.666504,115000,10958.9
t6581,492.681,0,0,0,0,0.315648109,2330.669189,115000,10958.9
t6582,505.7587,0,0,0,0,0.321831703,2542.010742,115000,10958.9
t6583,532.7782,11417.89,0,11417.89,0,0.328015298,2732.695313,115000,10958.9
t6584,510.6795,101559.8,0,101559.8,0,0.333103836,3322.628174,115000,10958.9
t6585,529.1835,325382.2,0,325382.2,0,0.338192403,3798.974365,115000,10958.9
t6586,560.8379,649835.3,0,649835.3,0,0.343280941,3966.870361,115000,10958.9
t6587,564.5544,633439.8,0,633439.8,0,0.346948564,4012.230225,115000,10958.9
t6588,532.0553,799438.8,0,799438.8,0,0.350616157,3912.977783,115000,10958.9
t6589,518.9204,681888.2,0,681888.2,0,0.35428378,3549.11499,115000,10958.9
t6590,519.0728,662532.2,89.60782,662532.2,89.60782,0.357611209,3325.141357,115000,10958.9
t6591,555.5906,320303.2,45.24352,320303.2,45.24352,0.361081064,2960.026855,115000,10958.9
t6592,561.4169,166239.3,55.48917,166239.3,55.48917,0.364550948,2746.187988,115000,10958.9
t6593,580.5133,57884.29,66.10862,57884.29,66.10862,0.366622508,2637.712646,115000,10958.9
t6594,584.1422,1616.495,0,1616.495,0,0.368694097,2627.820068,115000,10958.9
t6595,609.4942,0,0,0,0,0.370765656,2444.824951,115000,10958.9
t6596,717.0419,0,0,0,0,0.378102094,2206.493408,115000,10958.9
t6597,707.4078,0,0,0,0,0.385438532,2001.958496,115000,10958.9
t6598,659.7025,0,0,0,0,0.392774969,1960.897095,115000,10958.9
t6599,606.7066,0,0,0,0,0.39239496,1868.538818,115000,10958.9
t6600,559.5061,0,0,0,0,0.392014921,1644.834106,115000,10958.9
t6601,533.4628,0,0,0,0,0.391634911,1647.719238,115000,10958.9
t6602,524.8177,0,0,0,0,0.400873274,1505.710083,115000,10958.9
t6603,514.6903,0,0,0,0,0.410111666,1557.371948,115000,10958.9
t6604,514.1293,0,0,0,0,0.419597328,1507.814209,115000,10958.9
t6605,514.6903,0,0,0,0,0.412111074,1626.445313,115000,10958.9
t6606,525.912,0,0,0,0,0.40462482,1917.602173,115000,10958.9
t6607,537.3212,89620.11,0,89620.11,0,0.397213608,2026.315186,115000,10958.9
t6608,522.0253,168850.1,0,168850.1,0,0.393556267,2063.279785,115000,10958.9
t6609,584.0942,401439.6,0,401439.6,0,0.389898956,1817.239136,115000,10958.9
t6610,607.5302,230742.9,42.44864,230742.9,42.44864,0.386241645,1936.404907,115000,10958.9
t6611,633.7846,79339.96,89.58039,79339.96,89.58039,0.394698769,2135.634766,115000,10958.9
t6612,593.0527,155372.5,143.705,155372.5,143.705,0.403155893,2016.19519,115000,10958.9
t6613,590.5938,477488.2,121.5422,477488.2,121.5422,0.411633909,1858.508789,115000,10958.9
t6614,621.4614,234344.6,127.7038,234344.6,127.7038,0.428269953,1823.300049,115000,10958.9
t6615,604.7073,274906.9,179.4903,274906.9,179.4903,0.444905996,1879.259766,115000,10958.9
t6616,576.0354,56547.88,151.1277,56547.88,151.1277,0.46154204,1761.35376,115000,10958.9
t6617,544.4932,58649.73,72.84854,58649.73,72.84854,0.464896142,1661.767456,115000,10958.9
t6618,536.6267,7140.186,83.13807,7140.186,83.13807,0.468250245,1488.244995,115000,10958.9
t6619,601.8569,0,69.14177,0,69.14177,0.471604377,1433.55957,115000,10958.9
t6620,700.5079,0,70.44353,0,70.44353,0.475908011,1340.72229,115000,10958.9
t6621,698.296,0,78.1981,0,78.1981,0.480211675,1373.324219,115000,10958.9
t6622,666.5764,0,91.86546,0,91.86546,0.484515339,1393.929932,115000,10958.9
t6623,621.7296,0,108.3069,0,108.3069,0.48123315,1563.479126,115000,10958.9
t6624,578.62,0,164.2374,0,164.2374,0.47795099,1411.372681,115000,10958.9
t6625,517.5907,0,146.2374,0,146.2374,0.474668831,1070.945557,115000,10958.9
t6626,526.9716,0,137.6687,0,137.6687,0.470992863,924.3215942,115000,10958.9
t6627,519.2254,0,96.30952,0,96.30952,0.467273921,842.9505615,115000,10958.9
t6628,513.0482,0,115.0111,0,115.0111,0.463554978,910.5886841,115000,10958.9
t6629,510.0542,0,78.71314,0,78.71314,0.462394834,1283.834717,115000,10958.9
t6630,514.8401,0,68.23873,0,68.23873,0.46114409,1710.966309,115000,10958.9
t6631,540.4486,71937.09,87.8183,71937.09,87.8183,0.459513634,1495.810425,115000,10958.9
t6632,538.6336,52485.82,106.7016,52485.82,106.7016,0.4642407,1476.521606,115000,10958.9
t6633,566.6344,135524.1,91.88224,135524.1,91.88224,0.468967795,1447.864502,115000,10958.9
t6634,566.6344,193188.5,0,193188.5,0,0.473694891,1472.223633,115000,10958.9
t6635,560.6155,629086.4,0,629086.4,0,0.485795379,1076.644165,115000,10958.9
t6636,536.7083,841247.4,0,841247.4,0,0.497895837,1055.198853,115000,10958.9
t6637,535.6085,549541.6,0,549541.6,0,0.509996355,1113.647339,115000,10958.9
t6638,556.4221,648757.2,0,648757.2,0,0.558358431,1271.620239,115000,10958.9
t6639,579.5652,299531.4,0,299531.4,0,0.60960722,1183.770874,115000,10958.9
t6640,563.6096,268997.3,0,268997.3,0,0.658593714,1085.424561,115000,10958.9
t6641,577.5836,81945.73,0,81945.73,0,0.670550883,856.9553223,115000,10958.9
t6642,553.6309,20378.85,0,20378.85,0,0.682508051,664.7792969,115000,10958.9
t6643,601.9076,0,0,0,0,0.69446522,560.4798584,115000,10958.9
t6644,689.6838,0,0,0,0,0.700052381,522.7331543,115000,10958.9
t6645,681.3624,0,0,0,0,0.705639541,649.1958008,115000,10958.9
t6646,646.2409,0,0,0,0,0.711226642,770.9012451,115000,10958.9
t6647,604.4008,0,0,0,0,0.694276989,490.4190979,115000,10958.9
t6648,567.8164,0,0,0,0,0.677327335,566.5266113,115000,10958.9
t6649,538.0587,0,0,0,0,0.660377681,703.3464355,115000,10958.9
t6650,519.4543,0,0,0,0,0.650117159,735.0825806,115000,10958.9
t6651,506.2642,0,0,0,0,0.639856696,775.1381226,115000,10958.9
t6652,505.4342,0,0,0,0,0.629596233,728.519165,115000,10958.9
t6653,499.7053,0,0,0,0,0.633917928,739.3378296,115000,10958.9
t6654,507.5693,0,0,0,0,0.638239563,889.0814819,115000,10958.9
t6655,512.3797,197233.7,0,197233.7,0,0.642561257,1205.929688,115000,10958.9
t6656,521.6784,480050.1,0,480050.1,0,0.65105325,1498.838867,115000,10958.9
t6657,563.2954,767595.1,0,767595.1,0,0.659545243,1698.821899,115000,10958.9
t6658,554.8487,869947.4,72.03738,869947.4,72.03738,0.668037236,1746.326538,115000,10958.9
t6659,565.2762,1116408,107.8222,1116408,107.8222,0.672842026,1870.633301,115000,10958.9
t6660,540.6971,929591.6,95.99756,929591.6,95.99756,0.677646756,1971.031982,115000,10958.9
t6661,529.0645,1137342,191.6937,1137342,191.6937,0.682451546,1928.406494,115000,10958.9
t6662,522.0253,1129218,394.2207,1129218,394.2207,0.650028348,1649.508423,115000,10958.9
t6663,520.3339,1054675,217.4178,1054675,217.4178,0.61760509,1319.916382,115000,10958.9
t6664,534.0279,693155.4,146.1848,693155.4,146.1848,0.585181892,1103.309082,115000,10958.9
t6665,516.3435,305555.9,124.3503,305555.9,124.3503,0.579086185,1140.816772,115000,10958.9
t6666,508.0788,34343.71,129.8609,34343.71,129.8609,0.573494971,1102.284668,115000,10958.9
t6667,555.1976,0,176.0581,0,176.0581,0.568246365,1017.936279,115000,10958.9
t6668,615.8227,0,343.679,0,343.679,0.558915973,1116.914429,115000,10958.9
t6669,600.8951,0,58.35479,0,58.35479,0.54958564,1311.805542,115000,10958.9
t6670,566.7251,0,36.37326,0,36.37326,0.540255308,1792.359253,115000,10958.9
t6671,538.9216,0,0,0,0,0.524435401,1541.236084,115000,10958.9
t6672,513.3832,0,0,0,0,0.508062124,1662.77417,115000,10958.9
t6673,488.7309,0,0,0,0,0.491656274,1873.036377,115000,10958.9
t6674,475.5923,0,0,0,0,0.47848919,2029.874512,115000,10958.9
t6675,468.79,0,0,0,0,0.465322107,2688.842773,115000,10958.9
t6676,467.9708,0,0,0,0,0.452155054,3809.686768,115000,10958.9
t6677,474.6512,0,0,0,0,0.450094879,4759.734863,115000,10958.9
t6678,467.7288,0,0,0,0,0.448034704,4863.781738,115000,10958.9
t6679,455.9665,27658.78,0,27658.78,0,0.445974529,5000,115000,10958.9
t6680,454.8322,241727.3,0,241727.3,0,0.442684859,5000,115000,10958.9
t6681,469.4599,240120.3,0,240120.3,0,0.439395219,5000,115000,10958.9
t6682,468.638,272860.9,0,272860.9,0,0.436105579,4967.937988,115000,10958.9
t6683,485.5093,681266.8,46.07198,681266.8,46.07198,0.434638292,5000,115000,10958.9
t6684,495.3541,1315796,75.2639,1315796,75.2639,0.432664156,5000,115000,10958.9
t6685,519.6835,1201861,55.29056,1201861,55.29056,0.429701447,4549.993164,115000,10958.9
t6686,530.8549,608559.4,0,608559.4,0,0.429743201,3961.893311,115000,10958.9
t6687,488.9987,184725.8,76.24119,184725.8,76.24119,0.429784924,3731.249023,115000,10958.9
t6688,471.5759,128364,0,128364,0,0.429826677,3772.668701,115000,10958.9
t6689,480.6855,228644.7,158.1202,228644.7,158.1202,0.424953848,3890.989502,115000,10958.9
t6690,498.3388,31981.4,54.54642,31981.4,54.54642,0.42008099,3845.27417,115000,10958.9
t6691,551.297,0,0,0,0,0.415358126,4146.214355,115000,10958.9
t6692,591.6734,0,0,0,0,0.406248212,4102.885254,115000,10958.9
t6693,581.9408,0,0,0,0,0.397138298,4210.084473,115000,10958.9
t6694,558.3126,0,0,0,0,0.388028383,3899.724609,115000,10958.9
t6695,527.4834,0,0,0,0,0.380405575,4375.6875,115000,10958.9
t6696,500.8328,0,0,0,0,0.373215407,3980.04248,115000,10958.9
t6697,476.8856,0,0,0,0,0.366452485,3779.358398,115000,10958.9
t6698,464.9662,0,0,0,0,0.355028778,3507.52417,115000,10958.9
t6699,459.5562,0,0,0,0,0.343605071,3276.310547,115000,10958.9
t6700,453.1716,0,0,0,0,0.331841946,3158.735596,115000,10958.9
t6701,454.8888,0,0,0,0,0.328640312,3286.937256,115000,10958.9
t6702,457.3942,18453.57,0,18453.57,0,0.325438708,3509.700684,115000,10958.9
t6703,459.9044,322209.7,0,322209.7,0,0.322237074,3988.487305,115000,10958.9
t6704,464.2816,628011.5,0,628011.5,0,0.322703362,4253.606934,115000,10958.9
t6705,480.2992,1071860,0,1071860,0,0.323169678,4349.240234,115000,10958.9
t6706,475.4352,1325302,0,1325302,0,0.323635966,5000,115000,10958.9
t6707,455.5403,1477358,0,1477358,0,0.313870281,5000,115000,10958.9
t6708,457.6236,1622044,0,1622044,0,0.304104596,5000,115000,10958.9
t6709,455.2568,1432493,0,1432493,0,0.294338912,5000,115000,10958.9
t6710,456.1942,1376459,0,1376459,0,0.278026521,5000,115000,10958.9
t6711,452.2493,1122284,0,1122284,0,0.26171416,5000,115000,10958.9
t6712,444.9274,730672.6,0,730672.6,0,0.24540177,5000,115000,10958.9
t6713,446.5409,295178.9,0,295178.9,0,0.240383297,5000,115000,10958.9
t6714,466.3426,31005.62,0,31005.62,0,0.235364825,5000,115000,10958.9
t6715,497.2932,0,0,0,0,0.230346352,5000,115000,10958.9
t6716,552.6778,0,0,0,0,0.223217681,5000,115000,10958.9
t6717,549.5377,0,0,0,0,0.217131719,5000,115000,10958.9
t6718,528.4309,0,0,0,0,0.211298451,5000,115000,10958.9
t6719,499.2138,0,0,0,0,0.204865381,5000,115000,10958.9
t6720,478.0915,0,0,0,0,0.198432297,5000,115000,10958.9
t6721,464.2222,0,0,0,0,0.191999227,5000,115000,10958.9
t6722,456.6219,0,0,0,0,0.18325299,5000,115000,10958.9
t6723,453.3959,0,0,0,0,0.175003216,4993.821289,115000,10958.9
t6724,450.8052,0,0,0,0,0.16678898,4717.493652,115000,10958.9
t6725,450.5841,0,0,0,0,0.161367491,4652.519531,115000,10958.9
t6726,456.5933,18983.13,0,18983.13,0,0.155946016,5000,115000,10958.9
t6727,476.9172,308258.2,0,308258.2,0,0.150524527,5000,115000,10958.9
t6728,495.0441,502677.9,0,502677.9,0,0.146395266,5000,115000,10958.9
t6729,513.8306,969357.7,0,969357.7,0,0.142266005,5000,115000,10958.9
t6730,529.8587,1209836,0,1209836,0,0.138136744,5000,115000,10958.9
t6731,531.6145,1289362,0,1289362,0,0.132126093,4563.456543,115000,10958.9
t6732,523.4952,1265645,0,1265645,0,0.126115426,4632.289063,115000,10958.9
t6733,523.9612,1429027,0,1429027,0,0.120104782,5000,115000,10958.9
t6734,522.3727,849017.2,0,849017.2,0,0.114308141,5000,115000,10958.9
t6735,511.639,804078.8,0,804078.8,0,0.108511508,5000,115000,10958.9
t6736,530.9746,723874.6,0,723874.6,0,0.102714874,5000,115000,10958.9
t6737,546.1364,381099.4,0,381099.4,0,0.097806789,5000,115000,10958.9
t6738,548.5982,29370.4,0,29370.4,0,0.092898704,4702.329102,115000,10958.9
t6739,591.9685,0,0,0,0,0.087990619,4334.547363,115000,10958.9
t6740,611.4172,0,0,0,0,0.084753484,4200.844727,115000,10958.9
t6741,584.8152,0,0,0,0,0.082331695,3868.427002,115000,10958.9
t6742,555.7654,0,0,0,0,0.079909898,3476.574463,115000,10958.9
t6743,518.0078,0,0,0,0,0.077704504,2616.2854,115000,10958.9
t6744,492.1366,0,0,0,0,0.07549911,2432.098633,115000,10958.9
t6745,477.6781,0,0,0,0,0.073293708,2306.48584,115000,10958.9
t6746,473.9326,0,0,0,0,0.071490899,2238.484131,115000,10958.9
t6747,475.1212,0,0,0,0,0.069688097,2186.708496,115000,10958.9
t6748,463.9253,0,0,0,0,0.067885287,2025.327759,115000,10958.9
t6749,457.2509,0,0,0,0,0.066778764,2175.171875,115000,10958.9
t6750,463.3922,21071.1,0,21071.1,0,0.065672249,2457.01709,115000,10958.9
t6751,482.4979,208435.9,49.36092,208435.9,49.36092,0.064565733,2696.041992,115000,10958.9
t6752,482.693,466117.5,0,466117.5,0,0.063399032,2940.815674,115000,10958.9
t6753,509.0645,757040.3,0,757040.3,0,0.062232338,3133.79248,115000,10958.9
t6754,516.0421,1226108,52.96799,1226108,52.96799,0.06106564,3522.353516,115000,10958.9
t6755,505.1462,1189098,0,1189098,0,0.059629984,3494.901123,115000,10958.9
t6756,512.7509,1251238,0,1251238,0,0.058194324,3932.047119,115000,10958.9
t6757,508.0059,981203.3,0,981203.3,0,0.056758668,4063.266846,115000,10958.9
t6758,532.8586,986362.9,0,986362.9,0,0.055278722,4229.552734,115000,10958.9
t6759,551.0818,742223.1,0,742223.1,0,0.05379878,4015.511475,115000,10958.9
t6760,541.0702,489812.5,37.63756,489812.5,37.63756,0.052318834,4281.923828,115000,10958.9
t6761,546.8134,344623.1,0,344623.1,0,0.050968505,4423.864258,115000,10958.9
t6762,539.0451,26339.06,0,26339.06,0,0.049618177,4637.740234,115000,10958.9
t6763,581.7978,0,62.34441,0,62.34441,0.048267849,4518.42041,115000,10958.9
t6764,643.1028,0,44.27329,0,44.27329,0.046417184,4278.402832,115000,10958.9
t6765,622.8581,0,130.4758,0,130.4758,0.04456652,4210.466797,115000,10958.9
t6766,580.7508,0,52.57812,0,52.57812,0.042715851,4345.382324,115000,10958.9
t6767,535.7711,0,0,0,0,0.040883675,3728.492676,115000,10958.9
t6768,504.5712,0,38.43288,0,38.43288,0.039820746,3535.600586,115000,10958.9
t6769,483.4426,0,102.1871,0,102.1871,0.038762257,3955.331055,115000,10958.9
t6770,475.7496,0,0,0,0,0.038189042,4154.521484,115000,10958.9
t6771,473.1854,0,0,0,0,0.037615828,4206.652832,115000,10958.9
t6772,466.4327,0,0,0,0,0.037042614,5000,115000,10958.9
t6773,474.2134,0,0,0,0,0.037419379,5000,115000,10958.9
t6774,492.4767,13169.02,37.41832,13169.02,37.41832,0.037796143,4769.175781,115000,10958.9
t6775,502.7122,370788.4,0,370788.4,0,0.038172908,4709.108398,115000,10958.9
t6776,492.8173,573944.1,0,573944.1,0,0.038798008,4987.113281,115000,10958.9
t6777,523.2626,678594.8,0,678594.8,0,0.039423112,5000,115000,10958.9
t6778,551.4261,961427.1,0,961427.1,0,0.040048212,5000,115000,10958.9
t6779,523.534,1324186,0,1324186,0,0.039534729,5000,115000,10958.9
t6780,539.5396,1445726,0,1445726,0,0.039021246,5000,115000,10958.9
t6781,539.1274,1224124,0,1224124,0,0.038507763,5000,115000,10958.9
t6782,545.6298,1229804,0,1229804,0,0.037761372,5000,115000,10958.9
t6783,546.3055,1093998,0,1093998,0,0.036872841,5000,115000,10958.9
t6784,567.5432,752874.5,0,752874.5,0,0.035984311,4272.329102,115000,10958.9
t6785,581.9408,379509.8,0,379509.8,0,0.037093479,3729.893311,115000,10958.9
t6786,584.1902,22193.57,0,22193.57,0,0.038202647,3663.076172,115000,10958.9
t6787,618.5246,0,0,0,0,0.039311815,3945.915039,115000,10958.9
t6788,701.0299,0,0,0,0,0.038218666,4266.318848,115000,10958.9
t6789,691.4696,0,0,0,0,0.037125517,4573.120605,115000,10958.9
t6790,647.1586,0,0,0,0,0.036032367,4726.30127,115000,10958.9
t6791,601.4009,0,0,0,0,0.035760526,5000,115000,10958.9
t6792,563.7894,0,0,0,0,0.035870399,5000,115000,10958.9
t6793,537.1168,0,0,0,0,0.035980273,4475.17627,115000,10958.9
t6794,519.2635,0,0,0,0,0.037191272,4738.713867,115000,10958.9
t6795,513.0482,0,0,0,0,0.038402274,5000,115000,10958.9
t6796,512.7509,0,0,0,0,0.039613273,5000,115000,10958.9
t6797,502.1077,0,0,0,0,0.044617254,5000,115000,10958.9
t6798,513.6441,19973.28,0,19973.28,0,0.050100867,5000,115000,10958.9
t6799,526.7358,127355.3,0,127355.3,0,0.055584483,5000,115000,10958.9
t6800,576.4569,176208.4,0,176208.4,0,0.059841011,5000,115000,10958.9
t6801,615.3481,397090.9,0,397090.9,0,0.065062307,5000,115000,10958.9
t6802,644.127,413687.6,0,413687.6,0,0.070487261,5000,115000,10958.9
t6803,638.9768,79485.88,85.3867,79485.88,85.3867,0.072898537,5000,115000,10958.9
t6804,623.1273,327064.3,73.2754,327064.3,73.2754,0.075309813,5000,115000,10958.9
t6805,601.5022,814394.6,0,814394.6,0,0.077721097,5000,115000,10958.9
t6806,581.7024,1141339,60.43207,1141339,60.43207,0.080320805,5000,115000,10958.9
t6807,572.0829,751479.8,38.15468,751479.8,38.15468,0.083641276,5000,115000,10958.9
t6808,536.8308,428763,67.64893,428763,67.64893,0.086961746,5000,115000,10958.9
t6809,542.0676,264038.8,42.77075,264038.8,42.77075,0.094161935,5000,115000,10958.9
t6810,546.9828,25363.04,0,25363.04,0,0.101362124,5000,115000,10958.9
t6811,589.713,0,50.10745,0,50.10745,0.108562313,5000,115000,10958.9
t6812,703.0585,0,60.93485,0,60.93485,0.113717891,5000,115000,10958.9
t6813,696.8059,0,77.89196,0,77.89196,0.118873477,5000,115000,10958.9
t6814,663.0951,0,0,0,0,0.124029063,5000,115000,10958.9
t6815,609.9091,0,0,0,0,0.13068074,4715.737793,115000,10958.9
t6816,565.2762,0,0,0,0,0.137332425,4647.041992,115000,10958.9
t6817,536.1374,0,0,0,0,0.143984109,5000,115000,10958.9
t6818,519.4162,0,0,0,0,0.154691443,3812.385254,115000,10958.9
t6819,510.5691,0,0,0,0,0.164023057,3096.99292,115000,10958.9
t6820,505.8308,0,0,0,0,0.174962848,4433.766602,115000,10958.9
t6821,505.6144,0,0,0,0,0.18670769,4784.944336,115000,10958.9
t6822,515.9291,19420.39,0,19420.39,0,0.199310154,5000,115000,10958.9
t6823,531.3344,189427.6,0,189427.6,0,0.212573647,5000,115000,10958.9
t6824,525.0908,529899.1,0,529899.1,0,0.228565156,5000,115000,10958.9
t6825,538.8392,734648,0,734648,0,0.244556651,5000,115000,10958.9
t6826,545.5454,984404.1,0,984404.1,0,0.260548145,5000,115000,10958.9
t6827,539.5809,1124668,0,1124668,0,0.265376061,3632.38916,115000,10958.9
t6828,535.4866,920410.6,0,920410.6,0,0.270203948,4493.999023,115000,10958.9
t6829,544.1994,1453434,0,1453434,0,0.275031865,4302.986328,115000,10958.9
t6830,552.0297,1324330,37.96204,1324330,37.96204,0.28924787,3870.633789,115000,10958.9
t6831,564.5994,1066937,0,1066937,0,0.303742379,3501.136963,115000,10958.9
t6832,593.2996,653543.3,0,653543.3,0,0.318236887,2872.796143,115000,10958.9
t6833,620.4976,247780.2,0,247780.2,0,0.3342852,2248.208496,115000,10958.9
t6834,611.1046,22723.75,0,22723.75,0,0.350333512,2387.741699,115000,10958.9
t6835,633.1198,0,0,0,0,0.366381824,2812.577881,115000,10958.9
t6836,754.1171,0,0,0,0,0.369369537,3122.345703,115000,10958.9
t6837,740.0982,0,0,0,0,0.372357249,3055.103516,115000,10958.9
t6838,693.2626,0,0,0,0,0.375344962,2986.176758,115000,10958.9
t6839,643.6715,0,0,0,0,0.389094085,1126.247925,115000,10958.9
t6840,592.7566,0,0,0,0,0.403355241,1214.830688,115000,10958.9
t6841,550.0943,0,0,0,0,0.417616397,1367.956177,115000,10958.9
t6842,527.0503,0,0,0,0,0.434988379,1977.617432,115000,10958.9
t6843,521.7169,0,0,0,0,0.452360362,2475.973877,115000,10958.9
t6844,503.3898,0,0,0,0,0.469732344,2662.353271,115000,10958.9
t6845,488.7978,0,0,0,0,0.466393501,3142.777832,115000,10958.9
t6846,490.0397,22509.83,0,22509.83,0,0.463054657,3767.449951,115000,10958.9
t6847,482.9208,248579.5,0,248579.5,0,0.459715813,4687.381348,115000,10958.9
t6848,492.8514,637631.1,0,637631.1,0,0.46535936,5000,115000,10958.9
t6849,490.8828,875697.2,0,875697.2,0,0.471002907,5000,115000,10958.9
t6850,506.2281,1107418,0,1107418,0,0.476646423,5000,115000,10958.9
t6851,488.3631,1022101,0,1022101,0,0.470938712,4425.78418,115000,10958.9
t6852,475.97,1401277,73.26144,1401277,73.26144,0.465231031,4183.649902,115000,10958.9
t6853,479.0805,1213232,88.64637,1213232,88.64637,0.45952332,4192.04834,115000,10958.9
t6854,471.9153,829190.1,48.30825,829190.1,48.30825,0.465980232,4152.867188,115000,10958.9
t6855,466.1925,799306.8,119.3655,799306.8,119.3655,0.472437173,4118.154785,115000,10958.9
t6856,484.8511,621996.1,157.1989,621996.1,157.1989,0.478894085,3932.833496,115000,10958.9
t6857,515.2526,236732.6,61.89308,236732.6,61.89308,0.491449058,4338.880859,115000,10958.9
t6858,516.7208,25321.34,0,25321.34,0,0.504004061,4257.307617,115000,10958.9
t6859,554.1522,0,0,0,0,0.516559005,4142.427734,115000,10958.9
t6860,643.9561,0,0,0,0,0.51700145,3697.46167,115000,10958.9
t6861,633.2859,0,0,0,0,0.517443836,3490.057373,115000,10958.9
t6862,624.3683,0,0,0,0,0.517884195,3261.125244,115000,10958.9
t6863,568.2267,0,0,0,0,0.506364465,2687.501953,115000,10958.9
t6864,544.2833,0,0,0,0,0.494842619,2556.886475,115000,10958.9
t6865,502.2498,0,0,0,0,0.483320802,2726.497803,115000,10958.9
t6866,494.6657,0,0,0,0,0.466738105,2591.37793,115000,10958.9
t6867,485.3117,0,0,0,0,0.450155407,2206.90332,115000,10958.9
t6868,477.7099,0,0,0,0,0.43357271,1817.120117,115000,10958.9
t6869,466.2225,0,34.99844,0,34.99844,0.422359109,1694.748047,115000,10958.9
t6870,465.3542,23200.37,0,23200.37,0,0.411145478,1606.17627,115000,10958.9
t6871,460.5153,110646.2,32.43976,110646.2,32.43976,0.399931878,2104.452881,115000,10958.9
t6872,460.661,207867.8,0,207867.8,0,0.389483452,2435.693848,115000,10958.9
t6873,448.9067,359521.5,0,359521.5,0,0.37999931,2430.537598,115000,10958.9
t6874,442.3761,731092.6,0,731092.6,0,0.370515198,2384.850342,115000,10958.9
t6875,430.5266,455898.4,0,455898.4,0,0.370903403,2440.515625,115000,10958.9
t6876,432.9806,521602.8,0,521602.8,0,0.371291608,2687.55249,115000,10958.9
t6877,430.7728,612436.8,0,612436.8,0,0.371679813,2802.743896,115000,10958.9
t6878,423.1425,384281.8,0,384281.8,0,0.375650764,2956.594238,115000,10958.9
t6879,434.1836,753125.5,0,753125.5,0,0.379621685,2877.321045,115000,10958.9
t6880,445.5711,427044.5,63.03788,427044.5,63.03788,0.383592635,2678.275391,115000,10958.9
t6881,449.7847,197953.7,64.04842,197953.7,64.04842,0.389930516,2496.115234,115000,10958.9
t6882,456.5648,24669.01,101.1966,24669.01,101.1966,0.396801978,2374.360352,115000,10958.9
t6883,482.238,0,54.42722,0,54.42722,0.40367344,2319.544189,115000,10958.9
t6884,546.3055,0,40.06583,0,40.06583,0.412228167,2323.439941,115000,10958.9
t6885,545.7564,0,0,0,0,0.420782894,2326.061279,115000,10958.9
t6886,527.6411,0,0,0,0,0.429337621,2285.23999,115000,10958.9
t6887,500.1275,0,0,0,0,0.427723259,1587.129395,115000,10958.9
t6888,477.1389,0,0,0,0,0.426108867,1348.724731,115000,10958.9
t6889,465.4139,0,0,0,0,0.424494505,1058.524658,115000,10958.9
t6890,459.7592,0,0,0,0,0.418271512,869.7406616,115000,10958.9
t6891,457.8821,0,0,0,0,0.412048519,785.2888794,115000,10958.9
t6892,459.4112,0,0,0,0,0.405825526,1010.496643,115000,10958.9
t6893,452.8916,0,0,0,0,0.404533446,1214.149292,115000,10958.9
t6894,467.8195,12110.19,0,12110.19,0,0.403241396,1647.2854,115000,10958.9
t6895,488.6974,253775.8,0,253775.8,0,0.401949316,2319.862793,115000,10958.9
t6896,481.1694,580995.7,0,580995.7,0,0.405405164,3053.993408,115000,10958.9
t6897,496.2869,950829.9,0,950829.9,0,0.408861041,3232.386963,115000,10958.9
t6898,482.7255,1142992,0,1142992,0,0.412316918,3186.632324,115000,10958.9
t6899,485.6412,1219107,0,1219107,0,0.411615908,3038.082764,115000,10958.9
t6900,499.4595,587179.2,0,587179.2,0,0.410258979,3117.73291,115000,10958.9
t6901,473.5586,516179.5,0,516179.5,0,0.407866001,3288.094238,115000,10958.9
t6902,488.1962,271552,0,271552,0,0.415884525,3390.11499,115000,10958.9
t6903,503.926,637077.6,0,637077.6,0,0.423903048,3237.878418,115000,10958.9
t6904,530.0178,666714.7,33.3436,666714.7,33.3436,0.431921571,3199.950195,115000,10958.9
t6905,526.3039,290009.2,0,290009.2,0,0.430263966,2885.438232,115000,10958.9
t6906,508.4434,19911.39,0,19911.39,0,0.428606331,2583.319336,115000,10958.9
t6907,536.2597,0,0,0,0,0.426948726,2400.192139,115000,10958.9
t6908,621.4078,0,0,0,0,0.41576457,2277.36792,115000,10958.9
t6909,607.5302,0,0,0,0,0.404580384,2253.948486,115000,10958.9
t6910,570.3783,0,0,0,0,0.393396229,2573.317871,115000,10958.9
t6911,526.9716,0,0,0,0,0.383961797,2195.662842,115000,10958.9
t6912,491.831,0,0,0,0,0.37515381,2169.400635,115000,10958.9
t6913,471.0525,0,0,0,0,0.366343677,2123.570068,115000,10958.9
t6914,460.1078,0,0,0,0,0.366875768,1970.954956,115000,10958.9
