,demand_R1,PV_B_R1,WindOnshore_B_R1,PV_N_R1,WindOnshore_N_R1,Wave_N_R1,WindOffshore_N_R1,demand_R2,PV_B_R2,WindOnshore_B_R2,PV_N_R2,WindOnshore_N_R2,Wave_N_R2,WindOffshore_N_R2,demand_R3,PV_B_R3,WindOnshore_B_R3,PV_N_R3,WindOnshore_N_R3,Wave_N_R3,WindOffshore_N_R3,demand_R4,PV_B_R4,WindOnshore_B_R4,PV_N_R4,WindOnshore_N_R4,Wave_N_R4,WindOffshore_N_R4
t8350,10.91111,0,4348.23,0,4348.23,208.0941498,2924.071533,10.91111,0,4348.23,0,4348.23,208.0941498,2924.071533,10.91111,0,4348.23,0,4348.23,208.0941498,2924.071533,10.91111,0,4348.23,0,4348.23,208.0941498,2924.071533
t8351,9.956894,0,4480.252,0,4480.252,205.5552751,2846.209961,9.956894,0,4480.252,0,4480.252,205.5552751,2846.209961,9.956894,0,4480.252,0,4480.252,205.5552751,2846.209961,9.956894,0,4480.252,0,4480.252,205.5552751,2846.209961
t8352,9.649761,0,1341.337,0,1341.337,203.0693442,3005.484619,9.649761,0,1341.337,0,1341.337,203.0693442,3005.484619,9.649761,0,1341.337,0,1341.337,203.0693442,3005.484619,9.649761,0,1341.337,0,1341.337,203.0693442,3005.484619
t8353,9.181886,0,3016.791,0,3016.791,200.8117735,3363.421631,9.181886,0,3016.791,0,3016.791,200.8117735,3363.421631,9.181886,0,3016.791,0,3016.791,200.8117735,3363.421631,9.181886,0,3016.791,0,3016.791,200.8117735,3363.421631
t8354,8.797704,0,1017.616,0,1017.616,199.7683197,3598.277344,8.797704,0,1017.616,0,1017.616,199.7683197,3598.277344,8.797704,0,1017.616,0,1017.616,199.7683197,3598.277344,8.797704,0,1017.616,0,1017.616,199.7683197,3598.277344
t8355,8.597668,0,441.3943,0,441.3943,198.7248808,3908.072754,8.597668,0,441.3943,0,441.3943,198.7248808,3908.072754,8.597668,0,441.3943,0,441.3943,198.7248808,3908.072754,8.597668,0,441.3943,0,441.3943,198.7248808,3908.072754
t8356,8.536712,0,770.935,0,770.935,197.681427,4205.150879,8.536712,0,770.935,0,770.935,197.681427,4205.150879,8.536712,0,770.935,0,770.935,197.681427,4205.150879,8.536712,0,770.935,0,770.935,197.681427,4205.150879
t8357,8.420917,0,713.72,0,713.72,197.596252,4597.165527,8.420917,0,713.72,0,713.72,197.596252,4597.165527,8.420917,0,713.72,0,713.72,197.596252,4597.165527,8.420917,0,713.72,0,713.72,197.596252,4597.165527
t8358,8.128131,0,4500,0,4500,197.5110769,4766.43457,8.128131,0,4500,0,4500,197.5110769,4766.43457,8.128131,0,4500,0,4500,197.5110769,4766.43457,8.128131,0,4500,0,4500,197.5110769,4766.43457
t8359,8.017488,176.3109,1464.604,176.3109,1464.604,197.4259168,4720.929199,8.017488,176.3109,1464.604,176.3109,1464.604,197.4259168,4720.929199,8.017488,176.3109,1464.604,176.3109,1464.604,197.4259168,4720.929199,8.017488,176.3109,1464.604,176.3109,1464.604,197.4259168,4720.929199
t8360,8.190129,796.3002,2572.882,796.3002,2572.882,197.9895532,4448.279785,8.190129,796.3002,2572.882,796.3002,2572.882,197.9895532,4448.279785,8.190129,796.3002,2572.882,796.3002,2572.882,197.9895532,4448.279785,8.190129,796.3002,2572.882,796.3002,2572.882,197.9895532,4448.279785
t8361,9.028794,1777.819,2749.906,1777.819,2749.906,198.5532045,4282.040527,9.028794,1777.819,2749.906,1777.819,2749.906,198.5532045,4282.040527,9.028794,1777.819,2749.906,1777.819,2749.906,198.5532045,4282.040527,9.028794,1777.819,2749.906,1777.819,2749.906,198.5532045,4282.040527
t8362,10.04581,2383.629,2335.663,2383.629,2335.663,199.1168559,4309.055664,10.04581,2383.629,2335.663,2383.629,2335.663,199.1168559,4309.055664,10.04581,2383.629,2335.663,2383.629,2335.663,199.1168559,4309.055664,10.04581,2383.629,2335.663,2383.629,2335.663,199.1168559,4309.055664
t8363,10.53097,3489.974,2355.531,3489.974,2355.531,200.0163198,4577.049316,10.53097,3489.974,2355.531,3489.974,2355.531,200.0163198,4577.049316,10.53097,3489.974,2355.531,3489.974,2355.531,200.0163198,4577.049316,10.53097,3489.974,2355.531,3489.974,2355.531,200.0163198,4577.049316
t8364,10.583,3908.376,3350.882,3908.376,3350.882,200.9157985,4126.310547,10.583,3908.376,3350.882,3908.376,3350.882,200.9157985,4126.310547,10.583,3908.376,3350.882,3908.376,3350.882,200.9157985,4126.310547,10.583,3908.376,3350.882,3908.376,3350.882,200.9157985,4126.310547
t8365,10.08722,3520.417,3964.313,3520.417,3964.313,201.8152773,3602.195068,10.08722,3520.417,3964.313,3520.417,3964.313,201.8152773,3602.195068,10.08722,3520.417,3964.313,3520.417,3964.313,201.8152773,3602.195068,10.08722,3520.417,3964.313,3520.417,3964.313,201.8152773,3602.195068
t8366,9.944564,3764.335,4274.241,3764.335,4274.241,201.6827166,3413.053223,9.944564,3764.335,4274.241,3764.335,4274.241,201.6827166,3413.053223,9.944564,3764.335,4274.241,3764.335,4274.241,201.6827166,3413.053223,9.944564,3764.335,4274.241,3764.335,4274.241,201.6827166,3413.053223
t8367,10.1811,3395.365,2120.365,3395.365,2120.365,201.5501559,3506.631836,10.1811,3395.365,2120.365,3395.365,2120.365,201.5501559,3506.631836,10.1811,3395.365,2120.365,3395.365,2120.365,201.5501559,3506.631836,10.1811,3395.365,2120.365,3395.365,2120.365,201.5501559,3506.631836
t8368,10.46197,3041.255,3210.955,3041.255,3210.955,201.4175951,3659.612305,10.46197,3041.255,3210.955,3041.255,3210.955,201.4175951,3659.612305,10.46197,3041.255,3210.955,3041.255,3210.955,201.4175951,3659.612305,10.46197,3041.255,3210.955,3041.255,3210.955,201.4175951,3659.612305
t8369,10.30662,2334.079,4500,2334.079,4500,201.3988644,4084.114502,10.30662,2334.079,4500,2334.079,4500,201.3988644,4084.114502,10.30662,2334.079,4500,2334.079,4500,201.3988644,4084.114502,10.30662,2334.079,4500,2334.079,4500,201.3988644,4084.114502
t8370,9.975443,1292.705,4500,1292.705,4500,201.3801336,4167.922363,9.975443,1292.705,4500,1292.705,4500,201.3801336,4167.922363,9.975443,1292.705,4500,1292.705,4500,201.3801336,4167.922363,9.975443,1292.705,4500,1292.705,4500,201.3801336,4167.922363
t8371,9.900766,137.624,4500,137.624,4500,201.3614029,4161.663574,9.900766,137.624,4500,137.624,4500,201.3614029,4161.663574,9.900766,137.624,4500,137.624,4500,201.3614029,4161.663574,9.900766,137.624,4500,137.624,4500,201.3614029,4161.663574
t8372,11.35856,0,4500,0,4500,200.9086758,4381.553223,11.35856,0,4500,0,4500,200.9086758,4381.553223,11.35856,0,4500,0,4500,200.9086758,4381.553223,11.35856,0,4500,0,4500,200.9086758,4381.553223
t8373,12.40258,0,3121.227,0,3121.227,200.4559636,5000,12.40258,0,3121.227,0,3121.227,200.4559636,5000,12.40258,0,3121.227,0,3121.227,200.4559636,5000,12.40258,0,3121.227,0,3121.227,200.4559636,5000
t8374,11.89778,0,3047.129,0,3047.129,200.0032365,5000,11.89778,0,3047.129,0,3047.129,200.0032365,5000,11.89778,0,3047.129,0,3047.129,200.0032365,5000,11.89778,0,3047.129,0,3047.129,200.0032365,5000
t8375,11.07218,0,4500,0,4500,200.3106475,5000,11.07218,0,4500,0,4500,200.3106475,5000,11.07218,0,4500,0,4500,200.3106475,5000,11.07218,0,4500,0,4500,200.3106475,5000
t8376,10.17467,0,3735.818,0,3735.818,200.6180584,5000,10.17467,0,3735.818,0,3735.818,200.6180584,5000,10.17467,0,3735.818,0,3735.818,200.6180584,5000,10.17467,0,3735.818,0,3735.818,200.6180584,5000
t8377,9.497049,0,3264.042,0,3264.042,200.9254694,5000,9.497049,0,3264.042,0,3264.042,200.9254694,5000,9.497049,0,3264.042,0,3264.042,200.9254694,5000,9.497049,0,3264.042,0,3264.042,200.9254694,5000
t8378,9.205933,0,3377.297,0,3377.297,200.8266449,5000,9.205933,0,3377.297,0,3377.297,200.8266449,5000,9.205933,0,3377.297,0,3377.297,200.8266449,5000,9.205933,0,3377.297,0,3377.297,200.8266449,5000
t8379,8.984938,0,754.1144,0,754.1144,200.7278055,5000,8.984938,0,754.1144,0,754.1144,200.7278055,5000,8.984938,0,754.1144,0,754.1144,200.7278055,5000,8.984938,0,754.1144,0,754.1144,200.7278055,5000
t8380,8.91545,0,103.9032,0,103.9032,200.628981,5000,8.91545,0,103.9032,0,103.9032,200.628981,5000,8.91545,0,103.9032,0,103.9032,200.628981,5000,8.91545,0,103.9032,0,103.9032,200.628981,5000
t8381,8.897214,0,251.5809,0,251.5809,199.7552216,5000,8.897214,0,251.5809,0,251.5809,199.7552216,5000,8.897214,0,251.5809,0,251.5809,199.7552216,5000,8.897214,0,251.5809,0,251.5809,199.7552216,5000
t8382,8.942961,0,520.2016,0,520.2016,198.8814622,4304.981445,8.942961,0,520.2016,0,520.2016,198.8814622,4304.981445,8.942961,0,520.2016,0,520.2016,198.8814622,4304.981445,8.942961,0,520.2016,0,520.2016,198.8814622,4304.981445
t8383,8.568024,32.82362,160.9825,32.82362,160.9825,198.0077028,4207.881836,8.568024,32.82362,160.9825,32.82362,160.9825,198.0077028,4207.881836,8.568024,32.82362,160.9825,32.82362,160.9825,198.0077028,4207.881836,8.568024,32.82362,160.9825,32.82362,160.9825,198.0077028,4207.881836
t8384,8.688724,972.6122,0,972.6122,0,197.0516145,4273.418945,8.688724,972.6122,0,972.6122,0,197.0516145,4273.418945,8.688724,972.6122,0,972.6122,0,197.0516145,4273.418945,8.688724,972.6122,0,972.6122,0,197.0516145,4273.418945
t8385,9.485811,2015.238,206.7061,2015.238,206.7061,196.0955262,4597.208008,9.485811,2015.238,206.7061,2015.238,206.7061,196.0955262,4597.208008,9.485811,2015.238,206.7061,2015.238,206.7061,196.0955262,4597.208008,9.485811,2015.238,206.7061,2015.238,206.7061,196.0955262,4597.208008
t8386,10.86965,2893.404,481.662,2893.404,481.662,195.1394379,3985.319336,10.86965,2893.404,481.662,2893.404,481.662,195.1394379,3985.319336,10.86965,2893.404,481.662,2893.404,481.662,195.1394379,3985.319336,10.86965,2893.404,481.662,2893.404,481.662,195.1394379,3985.319336
t8387,10.75907,3556.049,639.1288,3556.049,639.1288,193.114236,4718.565918,10.75907,3556.049,639.1288,3556.049,639.1288,193.114236,4718.565918,10.75907,3556.049,639.1288,3556.049,639.1288,193.114236,4718.565918,10.75907,3556.049,639.1288,3556.049,639.1288,193.114236,4718.565918
t8388,10.37663,3940.459,508.1256,3940.459,508.1256,191.0890192,4665.71875,10.37663,3940.459,508.1256,3940.459,508.1256,191.0890192,4665.71875,10.37663,3940.459,508.1256,3940.459,508.1256,191.0890192,4665.71875,10.37663,3940.459,508.1256,3940.459,508.1256,191.0890192,4665.71875
t8389,9.667217,3501.609,1141.244,3501.609,1141.244,189.0638024,5000,9.667217,3501.609,1141.244,3501.609,1141.244,189.0638024,5000,9.667217,3501.609,1141.244,3501.609,1141.244,189.0638024,5000,9.667217,3501.609,1141.244,3501.609,1141.244,189.0638024,5000
t8390,10.1244,3177.397,636.0674,3177.397,636.0674,186.9526505,5000,10.1244,3177.397,636.0674,3177.397,636.0674,186.9526505,5000,10.1244,3177.397,636.0674,3177.397,636.0674,186.9526505,5000,10.1244,3177.397,636.0674,3177.397,636.0674,186.9526505,5000
t8391,9.807414,3343.865,363.1885,3343.865,363.1885,184.8414838,5000,9.807414,3343.865,363.1885,3343.865,363.1885,184.8414838,5000,9.807414,3343.865,363.1885,3343.865,363.1885,184.8414838,5000,9.807414,3343.865,363.1885,3343.865,363.1885,184.8414838,5000
t8392,9.877268,2864.556,0,2864.556,0,182.7303171,3452.27832,9.877268,2864.556,0,2864.556,0,182.7303171,3452.27832,9.877268,2864.556,0,2864.556,0,182.7303171,3452.27832,9.877268,2864.556,0,2864.556,0,182.7303171,3452.27832
t8393,9.563413,1567.007,0,1567.007,0,180.7270795,2552.043213,9.563413,1567.007,0,1567.007,0,180.7270795,2552.043213,9.563413,1567.007,0,1567.007,0,180.7270795,2552.043213,9.563413,1567.007,0,1567.007,0,180.7270795,2552.043213
t8394,9.657234,1106.562,0,1106.562,0,178.723827,2235.946533,9.657234,1106.562,0,1106.562,0,178.723827,2235.946533,9.657234,1106.562,0,1106.562,0,178.723827,2235.946533,9.657234,1106.562,0,1106.562,0,178.723827,2235.946533
t8395,10.15268,148.5742,138.9159,148.5742,138.9159,176.7205894,3301.325439,10.15268,148.5742,138.9159,148.5742,138.9159,176.7205894,3301.325439,10.15268,148.5742,138.9159,148.5742,138.9159,176.7205894,3301.325439,10.15268,148.5742,138.9159,148.5742,138.9159,176.7205894,3301.325439
t8396,11.52057,0,274.8007,0,274.8007,175.364092,3556.691895,11.52057,0,274.8007,0,274.8007,175.364092,3556.691895,11.52057,0,274.8007,0,274.8007,175.364092,3556.691895,11.52057,0,274.8007,0,274.8007,175.364092,3556.691895
t8397,11.82268,0,167.5735,0,167.5735,174.0075946,3661.542725,11.82268,0,167.5735,0,167.5735,174.0075946,3661.542725,11.82268,0,167.5735,0,167.5735,174.0075946,3661.542725,11.82268,0,167.5735,0,167.5735,174.0075946,3661.542725
t8398,11.07112,0,302.1951,0,302.1951,172.6510972,3118.460938,11.07112,0,302.1951,0,302.1951,172.6510972,3118.460938,11.07112,0,302.1951,0,302.1951,172.6510972,3118.460938,11.07112,0,302.1951,0,302.1951,172.6510972,3118.460938
t8399,10.48617,0,427.8369,0,427.8369,173.2187569,3866.076904,10.48617,0,427.8369,0,427.8369,173.2187569,3866.076904,10.48617,0,427.8369,0,427.8369,173.2187569,3866.076904,10.48617,0,427.8369,0,427.8369,173.2187569,3866.076904
t8400,9.771568,0,160.8333,0,160.8333,173.7864166,3977.171875,9.771568,0,160.8333,0,160.8333,173.7864166,3977.171875,9.771568,0,160.8333,0,160.8333,173.7864166,3977.171875,9.771568,0,160.8333,0,160.8333,173.7864166,3977.171875
t8401,9.359276,0,0,0,0,174.3540615,4141.358887,9.359276,0,0,0,0,174.3540615,4141.358887,9.359276,0,0,0,0,174.3540615,4141.358887,9.359276,0,0,0,0,174.3540615,4141.358887
t8402,9.149038,0,0,0,0,174.2079407,3940.395264,9.149038,0,0,0,0,174.2079407,3940.395264,9.149038,0,0,0,0,174.2079407,3940.395264,9.149038,0,0,0,0,174.2079407,3940.395264
t8403,8.981363,0,1438.946,0,1438.946,174.0672141,4654.313965,8.981363,0,1438.946,0,1438.946,174.0672141,4654.313965,8.981363,0,1438.946,0,1438.946,174.0672141,4654.313965,8.981363,0,1438.946,0,1438.946,174.0672141,4654.313965
t8404,8.876972,0,545.6623,0,545.6623,173.9264727,5000,8.876972,0,545.6623,0,545.6623,173.9264727,5000,8.876972,0,545.6623,0,545.6623,173.9264727,5000,8.876972,0,545.6623,0,545.6623,173.9264727,5000
t8405,8.854753,0,507.5055,0,507.5055,174.2336601,5000,8.854753,0,507.5055,0,507.5055,174.2336601,5000,8.854753,0,507.5055,0,507.5055,174.2336601,5000,8.854753,0,507.5055,0,507.5055,174.2336601,5000
t8406,8.794976,0,870.2935,0,870.2935,174.5408475,5000,8.794976,0,870.2935,0,870.2935,174.5408475,5000,8.794976,0,870.2935,0,870.2935,174.5408475,5000,8.794976,0,870.2935,0,870.2935,174.5408475,5000
t8407,8.376265,147.4774,853.7404,147.4774,853.7404,174.848035,5000,8.376265,147.4774,853.7404,147.4774,853.7404,174.848035,5000,8.376265,147.4774,853.7404,147.4774,853.7404,174.848035,5000,8.376265,147.4774,853.7404,147.4774,853.7404,174.848035,5000
t8408,8.674823,929.0528,1633.596,929.0528,1633.596,174.2096394,5000,8.674823,929.0528,1633.596,929.0528,1633.596,174.2096394,5000,8.674823,929.0528,1633.596,929.0528,1633.596,174.2096394,5000,8.674823,929.0528,1633.596,929.0528,1633.596,174.2096394,5000
t8409,9.070928,1721.832,3882.468,1721.832,3882.468,173.5712439,5000,9.070928,1721.832,3882.468,1721.832,3882.468,173.5712439,5000,9.070928,1721.832,3882.468,1721.832,3882.468,173.5712439,5000,9.070928,1721.832,3882.468,1721.832,3882.468,173.5712439,5000
t8410,9.204426,1676.682,4500,1676.682,4500,172.9328334,4842.07373,9.204426,1676.682,4500,1676.682,4500,172.9328334,4842.07373,9.204426,1676.682,4500,1676.682,4500,172.9328334,4842.07373,9.204426,1676.682,4500,1676.682,4500,172.9328334,4842.07373
t8411,9.449075,3014.423,4500,3014.423,4500,187.912479,3784.469238,9.449075,3014.423,4500,3014.423,4500,187.912479,3784.469238,9.449075,3014.423,4500,3014.423,4500,187.912479,3784.469238,9.449075,3014.423,4500,3014.423,4500,187.912479,3784.469238
t8412,9.494638,2206.447,4500,2206.447,4500,191.1916137,3275.531006,9.494638,2206.447,4500,2206.447,4500,191.1916137,3275.531006,9.494638,2206.447,4500,2206.447,4500,191.1916137,3275.531006,9.494638,2206.447,4500,2206.447,4500,191.1916137,3275.531006
t8413,9.445895,3381.007,4500,3381.007,4500,184.5679432,3208.638428,9.445895,3381.007,4500,3381.007,4500,184.5679432,3208.638428,9.445895,3381.007,4500,3381.007,4500,184.5679432,3208.638428,9.445895,3381.007,4500,3381.007,4500,184.5679432,3208.638428
t8414,9.025904,2609.707,4358.479,2609.707,4358.479,187.1642619,3191.491455,9.025904,2609.707,4358.479,2609.707,4358.479,187.1642619,3191.491455,9.025904,2609.707,4358.479,2609.707,4358.479,187.1642619,3191.491455,9.025904,2609.707,4358.479,2609.707,4358.479,187.1642619,3191.491455
t8415,9.362397,3046.213,4500,3046.213,4500,189.7605658,3767.358643,9.362397,3046.213,4500,3046.213,4500,189.7605658,3767.358643,9.362397,3046.213,4500,3046.213,4500,189.7605658,3767.358643,9.362397,3046.213,4500,3046.213,4500,189.7605658,3767.358643
t8416,9.604339,2812.023,4500,2812.023,4500,192.3568845,4360.479004,9.604339,2812.023,4500,2812.023,4500,192.3568845,4360.479004,9.604339,2812.023,4500,2812.023,4500,192.3568845,4360.479004,9.604339,2812.023,4500,2812.023,4500,192.3568845,4360.479004
t8417,9.487414,1683.013,4500,1683.013,4500,194.7941929,4662.835938,9.487414,1683.013,4500,1683.013,4500,194.7941929,4662.835938,9.487414,1683.013,4500,1683.013,4500,194.7941929,4662.835938,9.487414,1683.013,4500,1683.013,4500,194.7941929,4662.835938
t8418,9.611742,851.4784,4500,851.4784,4500,197.2314864,4970.740234,9.611742,851.4784,4500,851.4784,4500,197.2314864,4970.740234,9.611742,851.4784,4500,851.4784,4500,197.2314864,4970.740234,9.611742,851.4784,4500,851.4784,4500,197.2314864,4970.740234
t8419,9.908622,252.4835,3858.207,252.4835,3858.207,199.6687949,4662.115234,9.908622,252.4835,3858.207,252.4835,3858.207,199.6687949,4662.115234,9.908622,252.4835,3858.207,252.4835,3858.207,199.6687949,4662.115234,9.908622,252.4835,3858.207,252.4835,3858.207,199.6687949,4662.115234
t8420,11.60644,0,2339.354,0,2339.354,201.3240308,4453.069824,11.60644,0,2339.354,0,2339.354,201.3240308,4453.069824,11.60644,0,2339.354,0,2339.354,201.3240308,4453.069824,11.60644,0,2339.354,0,2339.354,201.3240308,4453.069824
t8421,12.0478,0,1128.986,0,1128.986,202.9792517,4355.907715,12.0478,0,1128.986,0,1128.986,202.9792517,4355.907715,12.0478,0,1128.986,0,1128.986,202.9792517,4355.907715,12.0478,0,1128.986,0,1128.986,202.9792517,4355.907715
t8422,11.64339,0,963.4856,0,963.4856,204.6619952,4147.387695,11.64339,0,963.4856,0,963.4856,204.6619952,4147.387695,11.64339,0,963.4856,0,963.4856,204.6619952,4147.387695,11.64339,0,963.4856,0,963.4856,204.6619952,4147.387695
t8423,10.94969,0,3009.888,0,3009.888,206.4771056,3563.446045,10.94969,0,3009.888,0,3009.888,206.4771056,3563.446045,10.94969,0,3009.888,0,3009.888,206.4771056,3563.446045,10.94969,0,3009.888,0,3009.888,206.4771056,3563.446045
t8424,10.1857,0,3432.5,0,3432.5,208.8681012,3681.296143,10.1857,0,3432.5,0,3432.5,208.8681012,3681.296143,10.1857,0,3432.5,0,3432.5,208.8681012,3681.296143,10.1857,0,3432.5,0,3432.5,208.8681012,3681.296143
t8425,9.55283,0,581.2771,0,581.2771,211.2124562,3615.507813,9.55283,0,581.2771,0,581.2771,211.2124562,3615.507813,9.55283,0,581.2771,0,581.2771,211.2124562,3615.507813,9.55283,0,581.2771,0,581.2771,211.2124562,3615.507813
t8426,9.225569,0,591.0131,0,591.0131,211.200282,3331.461182,9.225569,0,591.0131,0,591.0131,211.200282,3331.461182,9.225569,0,591.0131,0,591.0131,211.200282,3331.461182,9.225569,0,591.0131,0,591.0131,211.200282,3331.461182
t8427,9.022294,0,508.9269,0,508.9269,211.1881077,3065.149414,9.022294,0,508.9269,0,508.9269,211.1881077,3065.149414,9.022294,0,508.9269,0,508.9269,211.1881077,3065.149414,9.022294,0,508.9269,0,508.9269,211.1881077,3065.149414
t8428,8.909129,0,383.5184,0,383.5184,211.1759484,3154.51123,8.909129,0,383.5184,0,383.5184,211.1759484,3154.51123,8.909129,0,383.5184,0,383.5184,211.1759484,3154.51123,8.909129,0,383.5184,0,383.5184,211.1759484,3154.51123
t8429,8.904919,0,255.3937,0,255.3937,210.6415331,3487.807617,8.904919,0,255.3937,0,255.3937,210.6415331,3487.807617,8.904919,0,255.3937,0,255.3937,210.6415331,3487.807617,8.904919,0,255.3937,0,255.3937,210.6415331,3487.807617
t8430,8.878364,0,2811.099,0,2811.099,210.1071328,4218.570313,8.878364,0,2811.099,0,2811.099,210.1071328,4218.570313,8.878364,0,2811.099,0,2811.099,210.1071328,4218.570313,8.878364,0,2811.099,0,2811.099,210.1071328,4218.570313
t8431,8.488053,64.91331,4391.992,64.91331,4391.992,209.5727324,5000,8.488053,64.91331,4391.992,64.91331,4391.992,209.5727324,5000,8.488053,64.91331,4391.992,64.91331,4391.992,209.5727324,5000,8.488053,64.91331,4391.992,64.91331,4391.992,209.5727324,5000
t8432,8.536075,948.0728,4360.466,948.0728,4360.466,208.7302357,5000,8.536075,948.0728,4360.466,948.0728,4360.466,208.7302357,5000,8.536075,948.0728,4360.466,948.0728,4360.466,208.7302357,5000,8.536075,948.0728,4360.466,948.0728,4360.466,208.7302357,5000
t8433,8.707339,1841.622,4500,1841.622,4500,207.9157233,5000,8.707339,1841.622,4500,1841.622,4500,207.9157233,5000,8.707339,1841.622,4500,1841.622,4500,207.9157233,5000,8.707339,1841.622,4500,1841.622,4500,207.9157233,5000
t8434,8.647177,2215.211,4500,2215.211,4500,207.1526796,5000,8.647177,2215.211,4500,2215.211,4500,207.1526796,5000,8.647177,2215.211,4500,2215.211,4500,207.1526796,5000,8.647177,2215.211,4500,2215.211,4500,207.1526796,5000
t8435,7.949276,3092.276,4500,3092.276,4500,206.3552886,5000,7.949276,3092.276,4500,3092.276,4500,206.3552886,5000,7.949276,3092.276,4500,3092.276,4500,206.3552886,5000,7.949276,3092.276,4500,3092.276,4500,206.3552886,5000
t8436,7.792229,2085.868,4290.694,2085.868,4290.694,205.5578977,5000,7.792229,2085.868,4290.694,2085.868,4290.694,205.5578977,5000,7.792229,2085.868,4290.694,2085.868,4290.694,205.5578977,5000,7.792229,2085.868,4290.694,2085.868,4290.694,205.5578977,5000
