,demand_R1,PV_B,WindOnshore_B,PV_N,WindOnshore_N,Wave_N,WindOffshore_N,demand_R2
t5466,8.343004,860.242,4500,860.242,4500,362.3498678,589.8641968,42307
t5467,9.327408,0,3588.356,0,3588.356,386.105299,348.6733398,43190
t5468,10.53586,0,1139.422,0,1139.422,398.3309865,408.3735046,42925
t5469,9.973674,0,980.6602,0,980.6602,411.1059904,876.0880127,42648
t5470,9.4778,0,4303.909,0,4303.909,423.8809645,1700.145264,42195
t5471,8.856139,0,1865.11,0,1865.11,422.3070443,3672.962158,40642
t5472,8.295799,0,725.1794,0,725.1794,420.7330942,4844.059082,38142
t5473,7.851135,0,606.9087,0,606.9087,419.159174,5000,36090
t5474,7.721789,0,269.2287,0,269.2287,413.1665528,5000,34840
t5475,7.616191,0,563.6369,0,563.6369,407.1739316,5000,34398
t5476,7.645999,0,508.0587,0,508.0587,401.1813104,5000,34634
t5477,7.551165,0,210.0593,0,210.0593,399.5844424,5000,35678
t5478,7.736027,0,706.0109,0,706.0109,397.9875743,5000,39213
t5479,8.072864,0,486.0538,0,486.0538,396.3907361,3930.957031,46283
t5480,8.563534,841.8264,819.4356,841.8264,819.4356,397.331953,2407.344238,51671
t5481,9.06582,1784.074,399.9432,1784.074,399.9432,398.2731998,1718.233398,54646
t5482,7.042775,2914.027,718.0806,2914.027,718.0806,399.2144167,1568.28479,56114
t5483,9.905129,3552.091,129.4812,3552.091,129.4812,394.5669532,1316.522705,58025
t5484,9.974559,3914.722,207.3826,3914.722,207.3826,390.1079297,971.1930542,59151
t5485,10.19307,4033.183,0,4033.183,0,385.8382702,808.3694458,58482
t5486,9.634021,3857.387,342.0493,3857.387,342.0493,388.2518709,955.6987305,57701
t5487,9.133449,3820.974,203.7133,3820.974,203.7133,387.8112435,1561.045654,57095
t5488,9.272752,3458.982,813.4189,3458.982,813.4189,379.1473806,1672.460938,55955
t5489,9.362397,1928.412,2447.184,1928.412,2447.184,376.5230775,1614.512573,54264
t5490,9.531733,921.7967,2688.851,921.7967,2688.851,373.8988042,1549.95105,53748
t5491,10.75501,0,2871.905,0,2871.905,371.3388145,1118.615112,53640
t5492,11.49898,0,2074.89,0,2074.89,374.3697107,671.6442261,52918
t5493,10.92255,0,1396.125,0,1396.125,377.4649203,342.8448792,51464
t5494,9.231629,0,4500,0,4500,379.0688813,117.9381943,49977
t5495,9.152015,0,3237.345,0,3237.345,371.7883825,294.7991333,46294
t5496,8.829219,0,2158.082,0,2158.082,364.507854,54.87957382,42325
t5497,8.61323,0,4248.211,0,4248.211,357.2273552,0,39523
t5498,8.246917,0,3640.705,0,3640.705,350.7299721,0,37913
t5499,8.067889,0,4500,0,4500,344.2326188,0,37117
t5500,8.087283,0,2698.604,0,2698.604,337.7352655,0,37062
t5501,8.183244,0,178.3153,0,178.3153,328.9694786,92.57530212,37943
t5502,8.259803,0,411.4109,0,411.4109,320.2661872,871.9271851,40995
t5503,8.86307,0,4500,0,4500,311.6851747,2932.897217,47150
t5504,9.123827,481.6918,4500,481.6918,4500,309.84056,5000,52063
t5505,9.704832,1185.249,4500,1185.249,4500,307.995975,4854.203125,54994
t5506,9.895535,1886.695,4495.714,1886.695,4495.714,306.1603904,3591.723877,56372
t5507,9.179639,2007.008,4443.544,2007.008,4443.544,300.2170622,3109.97583,57801
t5508,9.166178,2534.698,4500,2534.698,4500,294.4658101,2114.583008,59231
t5509,9.306545,2814.28,4500,2814.28,4500,288.7459993,1317.876709,58800
t5510,9.304232,3683.133,4273.1,3683.133,4273.1,283.8436663,645.3538208,58380
t5511,9.172902,3152.728,2951.118,3152.728,2951.118,278.9413631,389.4802246,57024
t5512,9.143093,2686.838,2269.23,2686.838,2269.23,274.0390599,343.6235352,55476
t5513,9.412629,1529.355,4500,1529.355,4500,267.3876286,252.6004333,54227
t5514,9.299612,591.986,4245.346,591.986,4245.346,260.7361972,166.4747467,53667
t5515,10.63847,0,1955.866,0,1955.866,253.5042465,178.1194763,53128
t5516,12.05391,0,4500,0,4500,251.0576844,466.5767822,52203
t5517,11.58229,0,4500,0,4500,248.6110926,855.5444336,50959
t5518,10.70249,0,4500,0,4500,246.1645156,1204.900269,49635
t5519,9.799711,0,0,0,0,242.4133718,1581.059814,45716
t5520,8.850602,0,4500,0,4500,236.234501,1488.56189,41501
t5521,8.511983,0,2715.098,0,2715.098,232.0231646,1357.245728,39248
t5522,8.367161,0,587.99,0,587.99,225.7122546,1283.720581,37652
t5523,8.243995,0,2008.653,0,2008.653,219.4013298,1281.267334,36962
t5524,8.212608,0,3164.635,0,3164.635,213.0904198,1299.255005,37048
t5525,8.179234,0,4500,0,4500,208.191365,1319.73877,37993
t5526,8.327994,0,4500,0,4500,203.2923102,1374.510254,41132
t5527,8.835415,0,4500,0,4500,198.3932555,1546.342407,46920
t5528,8.913342,769.1446,4500,769.1446,4500,194.217369,1791.569336,51971
t5529,8.907725,1769.556,4500,1769.556,4500,190.3609186,1977.454956,54634
t5530,9.268929,2995.953,4500,2995.953,4500,186.5044683,2302.758057,55635
t5531,8.818229,3671.997,3698.025,3671.997,3698.025,189.3572807,2354.771484,57033
t5532,8.714677,4454.362,2061.463,4454.362,2061.463,192.210108,2480.345947,58392
t5533,8.882545,3746.503,4243.368,3746.503,4243.368,195.0629354,2517.29541,57578
t5534,9.350705,3769.904,4500,3769.904,4500,194.9179471,2262.675537,56810
t5535,9.620807,3163.248,4500,3163.248,4500,194.7729737,1761.112915,55633
t5536,10.00383,2292.186,4197.268,2292.186,4197.268,194.6279854,1365.241211,54548
t5537,9.814271,2042.952,4500,2042.952,4500,195.9286481,1114.942749,53561
t5538,9.767317,1051.755,4500,1051.755,4500,197.2293109,927.421875,53113
t5539,10.85418,0,4500,0,4500,198.6914426,826.7747192,52733
t5540,12.21573,0,4500,0,4500,202.0195723,769.0872803,52100
t5541,11.82624,0,4202.393,0,4202.393,205.347687,857.3759766,51057
t5542,10.9759,0,4500,0,4500,208.6758167,810.03479,49911
t5543,10.21245,0,4500,0,4500,217.9743797,1154.87915,45893
t5544,9.534163,0,4500,0,4500,227.2726148,1711.423462,41904
t5545,9.141608,0,4500,0,4500,236.1440957,2007.033447,39485
t5546,8.75158,0,4500,0,4500,237.1005714,1790.761719,37974
t5547,8.623643,0,2663.756,0,2663.756,238.0570471,1439.868408,37108
t5548,8.455567,0,4299.908,0,4299.908,239.0135229,1558.809082,37166
t5549,8.415381,0,4500,0,4500,241.0817444,1984.659912,38246
t5550,8.524643,0,4182.361,0,4182.361,243.149966,1386.592773,41285
t5551,8.566099,0,1654.721,0,1654.721,245.4727888,949.7756958,47255
t5552,8.436344,710.0825,4347.556,710.0825,4347.556,265.1297748,772.1671753,52005
t5553,8.332189,1620.922,4500,1620.922,4500,283.3531797,655.7799072,54599
t5554,8.211452,2453.897,2403.802,2453.897,2403.802,301.2603819,646.2302856,55777
t5555,7.967918,3403.498,2603.371,3403.498,2603.371,310.9667003,760.7860718,57155
t5556,7.862963,3898.342,4500,3898.342,4500,320.6937015,993.6282959,58131
t5557,7.850622,4566.461,2823.53,4566.461,2823.53,330.4207027,1147.227783,57683
t5558,8.229427,4231.114,2735.144,4231.114,2735.144,322.1834898,1178.663574,56964
t5559,8.032739,3707.402,4500,3707.402,4500,313.9463067,1311.554199,56000
t5560,8.655712,2561.568,3663.299,2561.568,3663.299,305.7090938,1122.968262,55112
t5561,8.800434,1783.587,4500,1783.587,4500,306.7444563,1037.729248,53829
t5562,9.07458,935.1816,4500,935.1816,4500,307.7798486,1112.978516,53575
t5563,10.09265,0,4500,0,4500,308.8152111,1487.060669,53229
t5564,11.77421,0,4223.013,0,4223.013,318.0676401,1806.837646,52368
t5565,10.95493,0,2307.749,0,2307.749,327.3200691,1939.528076,51039
t5566,10.73071,0,2540.049,0,2540.049,336.5724981,2281.899658,49824
t5567,10.41292,0,1111.142,0,1111.142,341.9415951,2435.31958,46260
t5568,9.701477,0,776.5645,0,776.5645,346.9215333,2234.290527,42345
t5569,9.03024,0,556.6688,0,556.6688,351.6064584,2275.426758,39822
t5570,8.718017,0,3130.455,0,3130.455,368.0285811,1766.901855,38453
t5571,8.537348,0,3744.619,0,3744.619,384.4507039,2818.617432,37631
t5572,8.441294,0,4500,0,4500,402.1864533,2771.752441,37716
t5573,8.373835,0,4500,0,4500,429.4436872,2391.688232,38524
t5574,8.376872,0,4500,0,4500,456.1380148,2047.466797,41485
t5575,8.478651,0,4500,0,4500,482.2061658,1864.471191,47409
t5576,8.457434,220.1514,4500,220.1514,4500,488.419205,1793.328735,52130
t5577,8.33519,627.5016,0,627.5016,0,491.3854301,1693.806152,54662
t5578,8.349027,1655.24,4500,1655.24,4500,492.4151897,1517.028931,55911
t5579,8.308878,1958.367,4500,1958.367,4500,489.9381995,1304.134644,57173
t5580,7.372154,2422.473,4500,2422.473,4500,480.9571207,1289.919189,58086
t5581,7.255519,2526.054,3963.694,2526.054,3963.694,471.0837305,1288.886963,57312
t5582,7.061139,2325.641,4216.503,2325.641,4216.503,457.4739039,1239.214233,56257
t5583,7.238997,1152.631,4500,1152.631,4500,443.4479475,1162.304688,54918
t5584,7.477966,696.5084,4389.191,696.5084,4389.191,429.2948842,1065.379883,53737
t5585,7.818989,923.1625,3954.799,923.1625,3954.799,421.1769998,1003.828613,52741
t5586,8.37262,762.431,4500,762.431,4500,413.0591154,1017.690552,52140
t5587,9.33516,0,2993.135,0,2993.135,404.941231,1080.125366,51419
t5588,10.76516,0,985.5477,0,985.5477,403.1871557,1102.859863,50375
t5589,10.48424,0,1875.987,0,1875.987,400.4816115,1163.609375,48916
t5590,9.934019,0,102.6983,0,102.6983,397.9599476,1303.254883,47766
t5591,9.484207,0,402.7513,0,402.7513,397.396028,1514.169189,44358
t5592,8.737447,0,679.5603,0,679.5603,396.8321085,1490.930786,41135
t5593,8.435725,0,238.2145,0,238.2145,396.268189,1450.55542,38701
t5594,8.278047,0,234.2938,0,234.2938,399.5454013,1332.402344,36984
t5595,8.270973,0,1381.746,0,1381.746,401.823163,1393.906494,35802
t5596,8.239326,0,2514.14,0,2514.14,403.7984312,1562.758301,35342
t5597,8.1124,0,4500,0,4500,407.3319435,1614.744507,35290
t5598,8.362316,0,4500,0,4500,410.8654559,1603.148926,35685
t5599,8.893717,0,4500,0,4500,414.3989682,1545.645752,37158
t5600,8.972798,99.521,3370.968,99.521,3370.968,415.3065681,1585.339111,40201
t5601,8.843691,145.8521,2784.691,145.8521,2784.691,416.2141383,1666.624023,43783
t5602,9.0411,273.5518,1688.832,273.5518,1688.832,417.1217382,1750.363403,46581
t5603,9.064362,498.3284,1884.918,498.3284,1884.918,413.8691723,1641.82666,48491
t5604,8.828531,1084.272,4032.693,1084.272,4032.693,410.6166065,1567.873779,49489
t5605,8.729396,2792.125,3658.446,2792.125,3658.446,407.1807265,1354.217041,49058
t5606,9.03965,2355.26,2761.73,2355.26,2761.73,404.3371677,1268.636597,47313
t5607,9.312717,1740.091,4156.674,1740.091,4156.674,401.493609,1213.940552,45945
t5608,9.610096,1573.396,2285.977,1573.396,2285.977,398.65008,1158.456665,45013
t5609,9.755436,1778.19,2272.683,1778.19,2272.683,396.995455,1138.275635,44122
t5610,9.709029,571.213,1143.007,571.213,1143.007,395.3408599,1066.86853,43804
t5611,10.54957,0,3128.757,0,3128.757,393.686235,1064.640015,44104
t5612,12.28089,0,3471.512,0,3471.512,391.2132382,1109.477417,43572
t5613,11.88581,0,3773.226,0,3773.226,388.7402415,1151.671143,42476
t5614,11.12892,0,2643.304,0,2643.304,386.2672448,1151.198975,42265
t5615,10.17467,0,2081.49,0,2081.49,383.2786977,994.6642456,40134
t5616,9.331283,0,293.9292,0,293.9292,380.2901208,1034.999512,37541
t5617,8.799068,0,148.3835,0,148.3835,377.3015738,1032.862183,35296
t5618,8.550098,0,686.2077,0,686.2077,374.7447729,1094.5271,33611
t5619,8.45246,0,430.9289,0,430.9289,372.3588586,1130.089478,32531
t5620,8.352646,0,0,0,0,369.9729145,1317.829346,32031
t5621,8.365949,0,0,0,0,367.5775826,1590.822998,31797
t5622,8.497479,0,1199.043,0,1199.043,365.1822209,1930.140991,32017
t5623,8.944377,0,603.2582,0,603.2582,362.7868891,2241.633789,32087
t5624,8.771183,498.545,174.9836,498.545,174.9836,356.9356799,2403.867676,34337
t5625,8.939424,1394.024,332.3591,1394.024,332.3591,351.0845006,2319.845703,37539
t5626,8.933063,2224.386,430.5392,2224.386,430.5392,345.2333212,2171.645508,40520
t5627,8.90562,2989.84,638.6869,2989.84,638.6869,343.6586857,1822.83667,42283
t5628,8.838172,3854.938,3155.132,3854.938,3155.132,342.0547545,1637.774658,44345
t5629,8.770506,3904.189,4500,3904.189,4500,340.4508531,1432.725952,44379
t5630,8.655055,3702.432,4500,3702.432,4500,338.9457166,1155.89856,43808
t5631,8.982078,3282.333,2406.809,3282.333,2406.809,337.4406099,1033.456299,43482
t5632,9.252904,2644.919,4500,2644.919,4500,335.9354734,969.9680176,42840
t5633,9.599409,1470.029,4500,1470.029,4500,334.3091011,985.6690063,42447
t5634,9.617509,448.9342,0,448.9342,0,332.6827288,1037.059937,43110
t5635,10.60077,0,4500,0,4500,331.0563266,1088.790649,43290
t5636,12.55078,0,4500,0,4500,328.8376927,1234.03418,43069
t5637,12.29852,0,4500,0,4500,326.6190588,1215.410645,43279
t5638,11.39201,0,4500,0,4500,324.4004548,1068.047485,43079
t5639,10.35478,0,4500,0,4500,321.9354749,737.3995361,41948
t5640,9.473,0,4500,0,4500,319.4512725,655.0409546,39060
t5641,8.941546,0,4500,0,4500,316.9662952,586.105957,36828
t5642,8.735433,0,0,0,0,314.3753409,546.710083,35818
t5643,8.589911,0,4500,0,4500,311.7843866,515.6971436,35184
t5644,8.493077,0,4500,0,4500,309.1934323,597.7683716,35436
t5645,8.478651,0,4500,0,4500,306.7924678,666.2649536,36780
t5646,8.668882,0,4500,0,4500,304.005146,890.2037964,40149
t5647,9.162446,0,4500,0,4500,301.2178242,982.4163818,47153
t5648,9.003573,125.9632,1998.504,125.9632,1998.504,298.0504334,1104.52832,52618
t5649,8.773895,724.0267,799.0876,724.0267,799.0876,294.8830724,1344.120117,55572
t5650,9.234662,2329.055,955.1043,2329.055,955.1043,291.9439375,1372.251709,56704
t5651,9.181886,2872.892,1315.09,2872.892,1315.09,290.3317809,1549.056152,58935
t5652,9.867726,2562.55,2134.911,2562.55,2134.911,288.7195945,1663.821655,59870
t5653,10.7611,3479.692,2669.174,3479.692,2669.174,287.107408,1860.874023,59168
t5654,10.3852,2726.919,4035.717,2726.919,4035.717,286.1024737,1732.607422,58499
t5655,10.46101,3545.444,4500,3545.444,4500,285.0975394,1912.149536,58589
t5656,10.18018,2840.44,0,2840.44,0,284.0926051,2003.616577,57869
t5657,9.877268,1751.107,4500,1751.107,4500,283.5308313,2028.259888,56034
t5658,9.449075,1157.586,4500,1157.586,4500,282.9690576,2103.852051,55569
t5659,10.46101,0,4500,0,4500,282.4072838,2328.420166,54950
t5660,12.43714,0,4500,0,4500,274.7617662,2397.24292,55188
t5661,12.03437,0,4500,0,4500,267.1162486,2377.651855,54129
t5662,11.14938,0,4500,0,4500,259.424299,2441.909912,52616
t5663,10.11258,0,4283.713,0,4283.713,254.6867132,2641.708252,49352
t5664,9.206687,0,4500,0,4500,249.9491423,2688.424072,46377
t5665,8.586039,0,4500,0,4500,245.2115715,2620.764404,44457
t5666,8.417841,0,4500,0,4500,251.3896227,1987.971191,43259
t5667,8.278637,0,4500,0,4500,257.1632862,1569.778198,42534
t5668,8.176374,0,4268.153,0,4268.153,262.2361779,1278.087158,42253
t5669,7.343376,0,4332.298,0,4332.298,264.2544806,1083.005859,43155
t5670,8.3059,0,4500,0,4500,266.2727833,1027.359375,46249
t5671,8.858217,0,3528.417,0,3528.417,268.2910562,1055.849365,51920
t5672,9.002855,234.6677,3792.596,234.6677,3792.596,272.7302611,1024.404297,56094
t5673,9.189387,281.07,4251.226,281.07,4251.226,277.0816684,932.5570679,58678
t5674,8.773895,1214.682,4447.914,1214.682,4447.914,280.5706263,736.0596924,59966
t5675,8.789524,2485.797,4500,2485.797,4500,280.2268565,694.3955688,61560
t5676,8.67879,3918.698,4500,3918.698,4500,278.9822817,589.4746704,62764
t5677,8.49182,4291.597,4500,4291.597,4500,277.4682641,348.6409912,62895
t5678,8.646521,2503.286,4500,2503.286,4500,274.4147778,243.7034454,62227
t5679,9.224056,1657.997,4500,1657.997,4500,271.153748,221.1811829,60764
t5680,9.904256,2128.919,4500,2128.919,4500,267.8233981,256.8580017,59403
t5681,9.769867,1310.791,4500,1310.791,4500,265.6213045,320.3309326,56772
t5682,9.421318,253.0501,4375.208,253.0501,4375.208,263.2517815,351.5469666,55864
t5683,10.59978,0,1022.742,0,1022.742,260.7255578,370.9678955,55280
t5684,12.44741,0,1837.128,0,1837.128,260.0488067,481.7438354,54949
t5685,11.9809,0,2346.333,0,2346.333,259.3720257,617.0897217,53934
t5686,11.13215,0,2813.308,0,2813.308,258.6952746,704.0123291,52547
t5687,9.936653,0,1692.26,0,1692.26,259.2412829,597.8270874,49799
t5688,9.385875,0,830.6741,0,830.6741,259.7873211,629.2359009,46449
t5689,8.895115,0,516.3456,0,516.3456,260.3333294,720.9277954,44202
t5690,8.642589,0,109.4877,0,109.4877,261.6014481,815.7040405,43137
t5691,8.438818,0,484.8969,0,484.8969,262.8695667,841.0765991,42539
t5692,8.374442,0,1195.88,0,1195.88,264.1376555,934.6622925,42715
t5693,8.348425,0,1492.611,0,1492.611,265.602082,1097.689819,43888
t5694,8.471772,0,1270.976,0,1270.976,267.2549188,1215.280518,46494
t5695,8.954302,0,1398.532,0,1398.532,269.2183852,1185.286011,51611
t5696,8.828531,514.0556,1257.72,514.0556,1257.72,269.0111101,1165.774658,55351
t5697,8.756978,1712.379,4500,1712.379,4500,269.2231238,1193.858276,57605
t5698,8.880454,2662.833,4500,2662.833,4500,269.5692182,1307.82666,58774
t5699,9.328958,3495.796,4213.561,3495.796,4213.561,272.9249597,1443.707031,60622
t5700,9.218762,4334.271,2072.456,4334.271,2072.456,276.2806714,1323.942993,61638
t5701,9.120133,3748.875,421.9177,3748.875,421.9177,279.9288034,1387.648926,61155
t5702,8.647833,4217.751,582.8905,4217.751,582.8905,285.8426869,1462.068115,60948
t5703,9.02013,3047.491,1579.742,3047.491,1579.742,291.5822268,1611.678467,60172
t5704,9.34448,2198.106,1299.516,2198.106,1299.516,297.3217964,1730.862793,59447
t5705,9.441922,1821,0,1821,0,303.6350608,1716.337158,57809
t5706,9.407108,1099.694,0,1099.694,0,309.948355,1884.330322,56263
t5707,10.2682,0,0,0,0,316.2616193,2183.563232,55593
t5708,11.45938,0,130.7243,0,130.7243,320.6181526,2449.445068,54551
t5709,11.23075,0,0,0,0,324.9746859,2637.770264,53253
t5710,10.53781,0,929.4263,0,929.4263,329.3311894,2757.320801,52064
t5711,9.842652,0,0,0,0,331.3764334,2147.001465,48761
t5712,9.199908,0,226.0962,0,226.0962,333.4216475,1986.816406,44874
t5713,8.674163,0,224.4293,0,224.4293,335.4668915,1779.189697,41881
t5714,8.432018,0,206.2172,0,206.2172,335.8884454,1732.263062,39831
t5715,8.11296,0,177.1662,0,177.1662,336.3099992,1911.161499,38709
t5716,8.10177,0,0,0,0,336.7315531,2186.281982,38641
t5717,7.969522,0,103.3793,0,103.3793,338.4461701,2310.938477,39595
t5718,7.856272,0,0,0,0,340.1607573,2268.439209,43365
t5719,7.888847,0,139.8174,0,139.8174,341.8753743,2282.490479,50176
t5720,7.732583,79.83594,131.0546,79.83594,131.0546,345.2575505,2302.518555,55323
t5721,7.835782,337.7779,321.6012,337.7779,321.6012,348.6397266,2162.443604,57613
t5722,7.889887,267.1765,597.283,267.1765,597.283,352.0219326,2333.178467,58998
t5723,7.804819,910.1958,3774.653,910.1958,3774.653,353.1793952,2292.07373,60441
t5724,8.131512,484.7139,4500,484.7139,4500,354.3368578,2323.891846,61811
t5725,7.922321,855.5486,4500,855.5486,4500,355.4943204,2248.44873,61222
t5726,7.831192,338.4054,4468.906,338.4054,4468.906,363.8646007,2109.735352,61054
t5727,8.025649,1074.39,4306.258,1074.39,4306.258,372.7190495,1934.580688,59827
t5728,7.878465,938.276,4416.146,938.276,4416.146,381.798178,1694.234863,58344
t5729,8.197029,176.1121,4193.116,176.1121,4193.116,353.2784283,1437.843384,56618
t5730,8.693369,175.5243,4214.492,175.5243,4214.492,335.5869353,1237.784058,55829
t5731,9.801422,0,1239.445,0,1239.445,317.5089359,1224.251709,55710
t5732,11.62489,0,378.2393,0,378.2393,313.6919439,1230.839233,54550
t5733,11.05941,0,351.8887,0,351.8887,309.6132874,1139.28125,53230
t5734,10.05748,0,1001.732,0,1001.732,305.3700626,1041.026245,50569
t5735,9.40632,0,749.1682,0,749.1682,303.3484817,1083.914185,46946
t5736,8.842311,0,480.8286,0,480.8286,301.3269305,1243.971436,43350
t5737,8.202791,0,1325.157,0,1325.157,299.3053496,1125.897583,40852
t5738,7.912343,0,626.3617,0,626.3617,300.8447289,933.9488525,39075
t5739,7.81392,0,457.2997,0,457.2997,302.4802208,896.880188,38198
t5740,7.787208,0,1056.683,0,1056.683,304.2467833,994.7330322,38345
t5741,7.761747,0,1635.323,0,1635.323,307.6243997,1023.020447,39240
t5742,7.780696,0,2396.172,0,2396.172,311.0020161,1001.007263,42073
t5743,7.878983,0,1945.51,0,1945.51,314.3796325,954.8806152,48919
t5744,7.758767,757.8077,1637.758,757.8077,1637.758,314.5195544,905.3480225,54173
t5745,7.737504,1772.078,848.5554,1772.078,848.5554,314.331919,831.5405273,57004
t5746,7.3662,2399.898,0,2399.898,0,314.1442835,859.2820435,58033
t5747,7.140507,3615.88,258.3127,3615.88,258.3127,313.4527206,1128.731812,59653
t5748,7.072979,4150.704,0,4150.704,0,312.7611876,1411.656982,61274
t5749,7.193703,4547.995,893.0967,4547.995,893.0967,312.0696545,1530.853516,60184
t5750,7.160154,4245.027,364.6218,4245.027,364.6218,309.1687262,1635.56897,58537
t5751,7.445244,3111.983,167.03,3111.983,167.03,306.2678277,1446.906738,56828
t5752,7.493149,3223.672,390.3445,3223.672,390.3445,303.3668995,1111.631104,55549
t5753,7.956187,2005.171,191.0993,2005.171,191.0993,300.5546629,1097.935913,54207
t5754,8.354457,699.7897,1834.045,699.7897,1834.045,297.7635562,1329.771851,53820
t5755,9.151271,0,3389.543,0,3389.543,295.0049341,1362.775513,52740
t5756,10.5339,0,4500,0,4500,296.9910204,1229.279541,51714
t5757,10.33395,0,3406.67,0,3406.67,298.9080548,1280.099365,50877
t5758,9.935775,0,1711.375,0,1711.375,300.5606234,1052.598022,48901
t5759,9.430024,0,1498.586,0,1498.586,300.1397848,941.2677612,45292
t5760,8.945085,0,713.0135,0,713.0135,299.7189164,945.0280762,41957
