                                            perUnitBuild  perUnitDecom  perUnitTotal  useAnnuity  amorTime  interest
Invest . global . horizon . Battery . 2030         100.0           NaN           0.0         1.0      20.0      0.06
OMFix . global . horizon . Battery . 2030            0.0           NaN           5.0         0.0       0.0      0.00
